job_id,title,company_id,location,employment_type,seniority_level,remote,description,skills_required,industry,views_count,applicants_count,status,posted_datetime,recruiter_id
7ebf5268-8992-4cd8-922b-33596fac745b,Sales Engineer,company-0426,Los Angeles, CA,PART_TIME,Associate,hybrid,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,gRPC|Go|Kubernetes,Consulting,998,284,open,2026-02-23 19:45:20,recruiter-00664
018cd2b3-3ccb-4110-bc4e-c4217fe269ab,Sales Engineer,company-0430,Atlanta, GA,FULL_TIME,Director,onsite,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,Scala|Kafka|Spark,Technology,3309,171,open,2026-02-05 19:45:20,recruiter-00286
0de75cd3-d6ca-43d1-bf15-93263b563836,Platform Engineer,company-0497,San Diego, CA,CONTRACT,Internship,onsite,We are looking for a talented Data Analyst to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Consulting,4453,11,open,2026-04-26 18:45:20,recruiter-00616
9b18b12e-83b6-4c56-958e-e5e0d411381f,Data Analyst,company-0250,Hybrid - Austin,INTERNSHIP,Director,onsite,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,TypeScript|Node.js|React|JavaScript,Media,4655,259,closed,2026-02-17 19:45:20,recruiter-00743
46fb3130-ba9d-4847-b180-39b461ea2e0f,ML Engineer,company-0165,Hybrid - Seattle,CONTRACT,Entry,remote,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,ML|TensorFlow,Media,4330,38,closed,2026-02-19 19:45:20,recruiter-00892
38a204ee-b2da-4548-b048-bbee70b77dd8,Sales Engineer,company-0331,New York, NY,CONTRACT,Entry,onsite,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,FastAPI|Django,Finance,247,107,open,2026-03-24 18:45:20,recruiter-00274
71164bb3-b9d2-4e24-acdb-ce0ac58d82fe,Security Engineer,company-0291,Detroit, MI,FULL_TIME,Entry,remote,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Python|Django,Media,339,175,open,2026-04-20 18:45:20,recruiter-00117
df77617c-3579-49b4-a0cb-694017dd5bb2,Marketing Manager,company-0412,San Jose, CA,FULL_TIME,Associate,onsite,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,React|HTML|UX,Technology,1581,0,open,2026-02-16 19:45:20,recruiter-00024
1253901e-5480-4656-9f49-48edf3812cb0,Full Stack Engineer,company-0188,Boston, MA,CONTRACT,Mid-Senior,remote,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,Django|PostgreSQL|Python|FastAPI,Media,2741,204,closed,2026-04-17 18:45:20,recruiter-00816
9d161e39-db31-48a6-9d5c-c9ab4978e405,iOS Engineer,company-0356,Austin, TX,INTERNSHIP,Internship,hybrid,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,UX|Vue|React,Manufacturing,282,166,open,2026-02-04 19:45:20,recruiter-00205
f3bf3c56-f3a3-4e74-bdf4-491e12a2b62b,Staff Engineer,company-0127,Columbus, OH,PART_TIME,Internship,onsite,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,MongoDB|MySQL|Postgres|Elasticsearch,Media,668,164,open,2026-04-11 18:45:20,recruiter-00222
956a121a-9d2d-448d-b947-2001f61d52aa,QA Engineer,company-0386,Denver, CO,CONTRACT,Internship,hybrid,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,FastAPI|Django|Python,Technology,2727,223,open,2026-04-27 18:45:20,recruiter-00998
c78e15be-14a3-4470-a8c4-877f948cf13a,UI Designer,company-0459,Portland, OR,PART_TIME,Internship,onsite,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Manufacturing,3594,19,open,2026-02-13 19:45:20,recruiter-00341
29074fbf-92c3-4451-b4f4-15fe9f147506,Engineering Manager,company-0219,Miami, FL,PART_TIME,Mid-Senior,hybrid,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Python|FastAPI,Technology,1216,179,closed,2026-02-01 19:45:20,recruiter-00206
ffcd5faa-731d-4ea1-93db-29a07f018bb6,Frontend Engineer,company-0209,Atlanta, GA,PART_TIME,Entry,remote,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,GCP|AWS,Finance,3261,16,open,2026-02-06 19:45:20,recruiter-00707
d057e153-7a15-4a08-a631-7892a9692aaa,Data Engineer,company-0199,Austin, TX,INTERNSHIP,Entry,remote,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,Systems Programming|C++|Rust,Consulting,1277,20,open,2026-03-06 19:45:20,recruiter-00160
0e35ee03-0479-4115-99cc-cfa39d786ac6,DevOps Engineer,company-0158,Dallas, TX,INTERNSHIP,Director,onsite,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,Hadoop|Scala,Consulting,4026,73,open,2026-04-08 18:45:20,recruiter-00541
be40ca7e-75db-4e3b-adb1-50168164de3d,Product Designer,company-0287,Detroit, MI,FULL_TIME,Internship,onsite,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,Kafka|Hadoop|Spark,Manufacturing,4904,205,open,2026-04-14 18:45:20,recruiter-00077
ded724b0-dfc2-4e3b-a51f-541aa688c45a,Data Scientist,company-0114,Austin, TX,CONTRACT,Mid-Senior,remote,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,CSS|HTML|Vue|React,Education,4507,61,open,2026-02-07 19:45:20,recruiter-00641
4dffdbc6-021b-4d3b-9ace-fb4e04c5027f,Engineering Manager,company-0414,Portland, OR,PART_TIME,Internship,hybrid,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,AWS|Azure|Terraform,Consulting,4424,192,open,2026-03-07 19:45:20,recruiter-00952
771599a8-8016-4504-bf3e-429a10007967,Senior Software Engineer,company-0360,New York, NY,FULL_TIME,Director,remote,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,MySQL|MongoDB|Elasticsearch,Finance,4177,272,open,2026-04-26 18:45:20,recruiter-00448
fb4efebb-7f4b-4b14-8ed9-21649b26f1d1,Full Stack Engineer,company-0435,Dallas, TX,CONTRACT,Associate,onsite,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,MySQL|Redis|MongoDB|Postgres,Media,1263,119,open,2026-03-19 18:45:20,recruiter-00641
fa78278c-efaf-407b-8451-22cbf8e921bc,Data Analyst,company-0021,Houston, TX,INTERNSHIP,Associate,hybrid,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,Redis|MongoDB|Elasticsearch,Transportation,4984,118,open,2026-01-31 19:45:20,recruiter-00365
99b918d7-c63c-4bbc-bcfc-66f9b1e671e9,Infrastructure Engineer,company-0399,Houston, TX,INTERNSHIP,Associate,remote,We are looking for a talented Principal Engineer to join our growing team. You will work on challenging problems at scale.,CSS|Vue|HTML|UX,Education,2474,201,open,2026-04-15 18:45:20,recruiter-00308
3645dbfa-f795-45a4-821f-476f9e853d14,Engineering Manager,company-0266,Hybrid - Seattle,INTERNSHIP,Internship,onsite,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|MySQL|Redis,Retail,4242,147,open,2026-04-23 18:45:20,recruiter-00279
1e024827-5f59-43c3-ab21-04d07c5380f3,UI Designer,company-0338,Minneapolis, MN,FULL_TIME,Entry,hybrid,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,AWS|GCP|Ansible,Energy,189,80,open,2026-03-19 18:45:20,recruiter-00913
0e0039a0-6c26-4532-879e-a9e342aac49a,iOS Engineer,company-0298,San Francisco, CA,CONTRACT,Associate,hybrid,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,Kubernetes|AWS,Education,2296,219,open,2026-03-31 18:45:20,recruiter-00627
32c4e8bc-46f8-4cec-a05a-ff7b7fb718db,Staff Engineer,company-0289,Portland, OR,CONTRACT,Internship,remote,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,Java|Docker|Spring Boot|Kubernetes,Healthcare,602,17,open,2026-04-16 18:45:20,recruiter-00678
a025078b-4ed4-43ca-92f4-db5164b86798,Data Analyst,company-0124,Denver, CO,CONTRACT,Associate,hybrid,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,MySQL|Redis,Energy,2470,149,open,2026-02-07 19:45:20,recruiter-00496
4520fc9d-c277-4a78-94a6-49aaf5107d78,Sales Engineer,company-0213,Nashville, TN,PART_TIME,Entry,hybrid,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,ML|TensorFlow|PyTorch,Media,3255,133,open,2026-04-13 18:45:20,recruiter-00876
c0148fa8-6911-42e9-98de-4b00fef3572c,Platform Engineer,company-0328,Los Angeles, CA,FULL_TIME,Entry,hybrid,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,React|UX,Energy,4957,275,open,2026-03-24 18:45:20,recruiter-00316
d5a3dad4-80c0-4e95-b5fb-79d7cca9efba,Data Scientist,company-0249,Boston, MA,PART_TIME,Mid-Senior,hybrid,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,Azure|AWS,Media,4225,87,open,2026-03-01 19:45:20,recruiter-00098
f2f666cc-d636-455b-a226-4a428c87182a,QA Engineer,company-0439,Hybrid - New York,FULL_TIME,Internship,onsite,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,C++|Rust|Systems Programming,Manufacturing,3370,223,closed,2026-04-17 18:45:20,recruiter-00260
a1a40a1c-ceff-4f2a-b7fb-349467a26cf7,Principal Engineer,company-0109,Boston, MA,FULL_TIME,Internship,hybrid,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Spring Boot|Kubernetes|Docker|Java,Consulting,1249,94,open,2026-03-14 18:45:20,recruiter-00282
94908967-1243-4449-8e5c-bf2b431d5aa3,Data Engineer,company-0479,Remote,INTERNSHIP,Internship,remote,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,React|TypeScript|JavaScript,Healthcare,4499,48,open,2026-04-12 18:45:20,recruiter-00747
053a6d6f-03eb-480f-b93f-c6b618d6bfa3,Android Engineer,company-0060,Nashville, TN,INTERNSHIP,Associate,onsite,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Python|ML|TensorFlow|PyTorch,Media,4165,273,open,2026-04-25 18:45:20,recruiter-00019
88c3f98d-bb06-4e93-8b37-bbe7bb11e014,Cloud Architect,company-0057,San Diego, CA,PART_TIME,Mid-Senior,remote,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,Spark|Scala,Manufacturing,3166,42,open,2026-04-25 18:45:20,recruiter-00468
3f925fe4-e565-4e07-9883-cda5b5984dd6,Backend Engineer,company-0206,Portland, OR,INTERNSHIP,Mid-Senior,onsite,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Docker|Spring Boot|Java|Kubernetes,Energy,980,94,open,2026-03-08 18:45:20,recruiter-00942
2e4aece8-29d1-403e-a29a-7c3eb4e99c92,Engineering Manager,company-0429,Atlanta, GA,PART_TIME,Associate,onsite,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,Azure|GCP|Ansible,Manufacturing,4182,232,open,2026-03-26 18:45:20,recruiter-00812
8e6212c3-f957-4a7c-bc05-1e5890136845,Data Engineer,company-0309,Columbus, OH,CONTRACT,Internship,onsite,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,FastAPI|Python|PostgreSQL|Django,Technology,1690,186,open,2026-04-14 18:45:20,recruiter-00958
bb62df9c-69d4-40f7-8a9b-f44e9e420fb8,Platform Engineer,company-0025,Austin, TX,INTERNSHIP,Entry,onsite,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,Spark|Scala,Education,2442,83,open,2026-03-10 18:45:20,recruiter-00401
66257a2a-d361-4631-b18c-f88baf5efe72,Platform Engineer,company-0131,Atlanta, GA,PART_TIME,Entry,onsite,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Scala|Kafka|Hadoop|Spark,Manufacturing,4683,118,open,2026-04-15 18:45:20,recruiter-00614
ba44e834-09ce-44d5-889a-0ef918992388,Frontend Engineer,company-0207,Denver, CO,INTERNSHIP,Director,remote,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,TensorFlow|Python|ML|PyTorch,Consulting,11,19,open,2026-02-20 19:45:20,recruiter-00178
747b2fbe-6418-4d16-b830-0ed435f5cac9,Platform Engineer,company-0164,New York, NY,CONTRACT,Director,onsite,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Django|FastAPI,Transportation,3446,205,open,2026-03-18 18:45:20,recruiter-00175
8861c40f-b8c7-4993-b3dd-d8295978c1c3,Business Analyst,company-0274,Hybrid - Seattle,CONTRACT,Entry,onsite,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,TypeScript|JavaScript|React,Energy,2430,149,open,2026-03-05 19:45:20,recruiter-00480
459d3473-35ea-47be-9870-86ee1fbed1d6,Marketing Manager,company-0294,Dallas, TX,INTERNSHIP,Director,hybrid,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,Vue|HTML|UX|React,Manufacturing,2654,152,open,2026-01-27 19:45:20,recruiter-00465
ae3a55f4-8e95-400c-8232-f8ad2ded0a35,Full Stack Engineer,company-0386,San Francisco, CA,PART_TIME,Entry,remote,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,Java|Spring Boot|Kubernetes|Docker,Consulting,2351,263,open,2026-03-24 18:45:20,recruiter-00656
830216fc-f2d5-4911-a514-62fca581147d,Security Engineer,company-0258,Austin, TX,FULL_TIME,Internship,onsite,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,Spark|Kafka|Scala,Technology,3884,238,open,2026-04-12 18:45:20,recruiter-00865
337dc4b1-d5f2-49b9-8f65-ec833267c0e5,Full Stack Engineer,company-0463,Austin, TX,FULL_TIME,Associate,onsite,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,React|TypeScript|JavaScript|Node.js,Consulting,71,291,open,2026-03-02 19:45:20,recruiter-00944
6256001e-2c11-4dd2-8928-e52643960f32,Platform Engineer,company-0063,Columbus, OH,INTERNSHIP,Entry,remote,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,GCP|Ansible|AWS|Terraform,Retail,4343,127,open,2026-03-18 18:45:20,recruiter-00075
bce32f3f-eb5f-4e23-877e-7d65ca0bbfcb,ML Engineer,company-0014,Los Angeles, CA,CONTRACT,Entry,hybrid,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,CSS|Vue|React|HTML,Healthcare,3961,108,open,2026-02-14 19:45:20,recruiter-00863
ff5b165d-e091-458c-bf25-5e50eb59284f,UI Designer,company-0153,Portland, OR,CONTRACT,Director,remote,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Postgres|MySQL,Technology,4545,44,open,2026-02-10 19:45:20,recruiter-00988
